old_name,new_name,raw_url,shifr,src_kb,dst_kb,status
4-х кулачковые механизированные патроны для обработки заготовок ф. 800мм.jpg,4-kh_kulachkovye_mekhanizirovannye_patrony_dlya_obrabotki_zagotovok_f._800mm.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/4-kh_kulachkovye_mekhanizirovannye_patrony_dlya_obrabotki_zagotovok_f._800mm.jpg,,533.9,73.4,OK
Барабан-копир на фартук станка 16К20.jpg,baraban-kopir_na_fartuk_stanka_16k20.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/baraban-kopir_na_fartuk_stanka_16k20.jpg,,437.4,49.0,OK
Блок герконовый для револверной головки уг9326.jpg,blok_gerkonovyj_dlya_revolvernoj_golovki_ug9326.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/blok_gerkonovyj_dlya_revolvernoj_golovki_ug9326.jpg,,183.8,51.6,OK
Блок резцовый рт755ф3.42.000 и рт755ф3.43.000.jpg,blok_reztsovyj_rt755f3.42.000_i_rt755f3.43.000.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/blok_reztsovyj_rt755f3.42.000_i_rt755f3.43.000.jpg,rt755f3.42.000,187.3,55.4,OK
Блок резцовый.jpg,blok_reztsovyj.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/blok_reztsovyj.jpg,,198.5,55.7,OK
Блок шестерен шестерня и шлицевой вал фрезерного станка мод. фу400.jpg,blok_shesteren_shesternya_i_shlitsevoj_val_frezernogo_stanka_mod._fu400.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/blok_shesteren_shesternya_i_shlitsevoj_val_frezernogo_stanka_mod._fu400.jpg,,212.5,62.0,OK
Блок шестерня второй оси м-4 з-35 з-36 1а64.02.841 для станков 1м65 1н65 дип500 165.jpg,blok_shesternya_vtoroj_osi_m-4_z-35_z-36_1a64.02.841_dlya_stankov_1m65_1n65_dip500_165.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/blok_shesternya_vtoroj_osi_m-4_z-35_z-36_1a64.02.841_dlya_stankov_1m65_1n65_dip500_165.jpg,1a64.02.841,186.0,53.2,OK
Блок шестерня четвертой оси м-4 5 з-21 м-5 з-36 1а64.02.865 для станков 1м65 1н65 дип500 165.jpg,blok_shesternya_chetvertoj_osi_m-4_5_z-21_m-5_z-36_1a64.02.865_dlya_stankov_1m65_1n65_dip500_165.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/blok_shesternya_chetvertoj_osi_m-4_5_z-21_m-5_z-36_1a64.02.865_dlya_stankov_1m65_1n65_dip500_165.jpg,1a64.02.865,178.5,51.5,OK
Вал 10 -ти шлицевой 5-ой оси с шестернями 1м65 1н65 дип500 165 рт117 рт817 шпинделная бабка.jpg,val_10_-ti_shlitsevoj_5-oj_osi_s_shesternyami_1m65_1n65_dip500_165_rt117_rt817_shpindelnaya_babka.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_10_-ti_shlitsevoj_5-oj_osi_s_shesternyami_1m65_1n65_dip500_165_rt117_rt817_shpindelnaya_babka.jpg,,198.6,56.8,OK
Вал 1м63бф101.8.20.158.jpg,val_1m63bf101.8.20.158.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_1m63bf101.8.20.158.jpg,1m63bf101.8.20.158,149.9,43.8,OK
Вал 2-ой оси 1к62.02.320сб для токарно-винторезных станков 1к62.jpg,val_2-oj_osi_1k62.02.320sb_dlya_tokarno-vintoreznykh_stankov_1k62.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_2-oj_osi_1k62.02.320sb_dlya_tokarno-vintoreznykh_stankov_1k62.jpg,,239.5,63.4,OK
Вал направляющий для станка Trevisan 6000-200.jpg,val_napravlyayuschij_dlya_stanka_trevisan_6000-200.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_napravlyayuschij_dlya_stanka_trevisan_6000-200.jpg,,414.8,46.4,OK
Вал первой оси в сборе шпинделная бабка-коробка скоростей станков 1м65 1н65 дип500 165.jpg,val_pervoj_osi_v_sbore_shpindelnaya_babka-korobka_skorostej_stankov_1m65_1n65_dip500_165.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_pervoj_osi_v_sbore_shpindelnaya_babka-korobka_skorostej_stankov_1m65_1n65_dip500_165.jpg,,158.0,47.1,OK
Вал смены инструмента в комплекте с шестерней — RUSSTANKO.jpg,val_smeny_instrumenta_v_komplekte_s_shesternej_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_smeny_instrumenta_v_komplekte_s_shesternej_russtanko.jpg,,429.1,49.2,OK
Вал фрикционный 16в20.20.900 для станков 16в20.jpg,val_friktsionnyj_16v20.20.900_dlya_stankov_16v20.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_friktsionnyj_16v20.20.900_dlya_stankov_16v20.jpg,16v20.20.900,224.7,57.6,OK
Вал фрикционный 1м63н.20.900 8-ми 6-ти шлицевые для станков мод. 1м63 1м63н 163 1м63бф101 16к40 16р40..jpg,val_friktsionnyj_1m63n.20.900_8-mi_6-ti_shlitsevye_dlya_stankov_mod._1m63_1m63n_163_1m63bf101_16k40_16r40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_friktsionnyj_1m63n.20.900_8-mi_6-ti_shlitsevye_dlya_stankov_mod._1m63_1m63n_163_1m63bf101_16k40_16r40.jpg,1m63n.20.900,292.0,87.5,OK
Вал фрикционный для фрезерных станков мод. 6н12 6р12 6р13 6р82ш 6р83.jpg,val_friktsionnyj_dlya_frezernykh_stankov_mod._6n12_6r12_6r13_6r82sh_6r83.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_friktsionnyj_dlya_frezernykh_stankov_mod._6n12_6r12_6r13_6r82sh_6r83.jpg,,200.3,55.6,OK
Вал фрикционный фрикцион 16к20.jpg,val_friktsionnyj_friktsion_16k20.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_friktsionnyj_friktsion_16k20.jpg,,166.0,50.0,OK
Вал фрикционный фрикцион 1к62.jpg,val_friktsionnyj_friktsion_1k62.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_friktsionnyj_friktsion_1k62.jpg,,176.0,50.3,OK
Вал шестерня станка 16Б20 — RUSSTANKO.jpg,val_shesternya_stanka_16b20_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_shesternya_stanka_16b20_russtanko.jpg,,441.8,52.2,OK
Вал шлицевой в сборе 4-ой оси для станков 1м65 1н65 дип500 165 шпинделная бабка.jpg,val_shlitsevoj_v_sbore_4-oj_osi_dlya_stankov_1m65_1n65_dip500_165_shpindelnaya_babka.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_shlitsevoj_v_sbore_4-oj_osi_dlya_stankov_1m65_1n65_dip500_165_shpindelnaya_babka.jpg,,222.5,63.0,OK
Вал шлицевой зажима разжима кулачков в комплекте с шестернями токарных патронов станков 1н983 1а983 1м983 рт983.jpg,val_shlitsevoj_zazhima_razzhima_kulachkov_v_komplekte_s_shesternyami_tokarnykh_patronov_stankov_1n983_1a983_1m983_rt983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_shlitsevoj_zazhima_razzhima_kulachkov_v_komplekte_s_shesternyami_tokarnykh_patronov_stankov_1n983_1a983_1m983_rt983.jpg,,170.4,50.0,OK
Вал шлицевой зажима разжима кулачков токарных патронов станков 1н983 1а983 1м983 рт983.jpg,val_shlitsevoj_zazhima_razzhima_kulachkov_tokarnykh_patronov_stankov_1n983_1a983_1m983_rt983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_shlitsevoj_zazhima_razzhima_kulachkov_tokarnykh_patronov_stankov_1n983_1a983_1m983_rt983.jpg,,182.9,52.2,OK
Вал шпинделной бабки 1м63н.20.182 для станков 1м63 1м63н 163 дип300 1м63бф101 16к40.jpg,val_shpindelnoj_babki_1m63n.20.182_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val_shpindelnoj_babki_1m63n.20.182_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,1m63n.20.182,175.8,52.9,OK
Вал-шестерня перемещения венца токарного патрона для станков 1м65 1н65 дип500 165 устанавливаеця в шпинделную бабку.jpg,val-shesternya_peremescheniya_ventsa_tokarnogo_patrona_dlya_stankov_1m65_1n65_dip500_165_ustanavlivaetsya_v_shpindelnuyu_babku.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/val-shesternya_peremescheniya_ventsa_tokarnogo_patrona_dlya_stankov_1m65_1n65_dip500_165_ustanavlivaetsya_v_shpindelnuyu_babku.jpg,,194.5,54.4,OK
Валик зубчатый револверной головки.jpg,valik_zubchatyj_revolvernoj_golovki.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/valik_zubchatyj_revolvernoj_golovki.jpg,,168.1,52.0,OK
Валы шлицевые 2 ой 3 эй 4 ой 5 ой оси 1н65 1м65 165 дип500.jpg,valy_shlitsevye_2_oj_3_ej_4_oj_5_oj_osi_1n65_1m65_165_dip500.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/valy_shlitsevye_2_oj_3_ej_4_oj_5_oj_osi_1n65_1m65_165_dip500.jpg,,157.5,46.2,OK
Венец колесо зубчатое токарного патрона ø 720мм. станков 1н983 1а983 1м983 рт983 са983.jpg,venets_koleso_zubchatoe_tokarnogo_patrona_ø_720mm._stankov_1n983_1a983_1m983_rt983_sa983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/venets_koleso_zubchatoe_tokarnogo_patrona_ø_720mm._stankov_1n983_1a983_1m983_rt983_sa983.jpg,,181.0,52.7,OK
Верхний суппорт в сборе токарно-винторезного станка мод. 16К20 — RUSSTANKO.jpg,verkhnij_support_v_sbore_tokarno-vintoreznogo_stanka_mod._16k20_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/verkhnij_support_v_sbore_tokarno-vintoreznogo_stanka_mod._16k20_russtanko.jpg,,475.3,60.0,OK
Вилка 1м63 02 072 1м63 21 028 1м63 21 029.jpg,vilka_1m63_02_072_1m63_21_028_1m63_21_029.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/vilka_1m63_02_072_1m63_21_028_1m63_21_029.jpg,,191.0,53.1,OK
